CRASH DATE,NUMBER OF PERSONS INJURED
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,2
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,2
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,2
07/08/2025,0
07/08/2025,1
07/08/2025,3
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,3
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,4
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,3
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,2
07/08/2025,2
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,1
07/08/2025,3
07/08/2025,1
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,2
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,3
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,2
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,2
07/08/2025,1
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,2
07/08/2025,0
07/08/2025,2
07/08/2025,1
07/08/2025,0
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,2
07/08/2025,0
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,0
07/08/2025,1
07/08/2025,2
07/09/2025,1
07/09/2025,1
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,1
07/09/2025,1
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,3
07/09/2025,1
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,2
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,5
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,2
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,2
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,3
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,4
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,3
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,1
07/09/2025,2
07/09/2025,0
07/09/2025,2
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/09/2025,2
07/09/2025,2
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,2
07/09/2025,1
07/09/2025,2
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,2
07/09/2025,0
07/09/2025,3
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,2
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,5
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,3
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,2
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,1
07/09/2025,0
07/09/2025,2
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,1
07/09/2025,0
07/09/2025,0
07/09/2025,2
07/09/2025,1
07/09/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,4
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,2
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,3
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,5
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,3
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,2
07/10/2025,2
07/10/2025,1
07/10/2025,2
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,3
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,2
07/10/2025,0
07/10/2025,2
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,0
07/10/2025,3
07/10/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,2
07/10/2025,4
07/10/2025,0
07/10/2025,0
07/10/2025,1
07/10/2025,0
07/10/2025,1
07/10/2025,1
07/10/2025,1
07/10/2025,0
07/10/2025,0
07/10/2025,2
07/10/2025,0
07/10/2025,0
07/10/2025,3
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,2
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,8
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,7
07/11/2025,2
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,3
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,3
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,3
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,3
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,2
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,2
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,2
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,1
07/11/2025,4
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,2
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,2
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,4
07/11/2025,2
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,5
07/11/2025,0
07/11/2025,2
07/11/2025,0
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,1
07/11/2025,0
07/11/2025,1
07/11/2025,0
07/11/2025,0
07/11/2025,1
07/12/2025,0
07/12/2025,4
07/12/2025,1
07/12/2025,1
07/12/2025,2
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,2
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,3
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,4
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,2
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,2
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,3
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,5
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,2
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,3
07/12/2025,0
07/12/2025,0
07/12/2025,2
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,4
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,5
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,4
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,4
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,3
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,2
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,2
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,6
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,1
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/12/2025,2
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,0
07/12/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,4
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,2
07/13/2025,2
07/13/2025,2
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,2
07/13/2025,2
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,2
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,3
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,5
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,2
07/13/2025,0
07/13/2025,2
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,5
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,3
07/13/2025,0
07/13/2025,2
07/13/2025,4
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,3
07/13/2025,0
07/13/2025,2
07/13/2025,2
07/13/2025,1
07/13/2025,0
07/13/2025,2
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,2
07/13/2025,0
07/13/2025,2
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,0
07/13/2025,2
07/13/2025,5
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,2
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,1
07/13/2025,3
07/13/2025,0
07/13/2025,0
07/13/2025,2
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,0
07/13/2025,0
07/13/2025,1
07/13/2025,1
07/13/2025,1
07/13/2025,0
07/13/2025,3
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,2
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,2
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,2
07/14/2025,1
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,3
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,2
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,2
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,4
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,2
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,2
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,2
07/14/2025,1
07/14/2025,2
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,2
07/14/2025,0
07/14/2025,1
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,0
07/14/2025,0
07/14/2025,1
07/14/2025,3
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,0
07/14/2025,0
