CRASH DATE,NUMBER OF PERSONS INJURED
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,2
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,2
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,2
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,2
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,2
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,2
02/03/2025,1
02/03/2025,1
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/03/2025,1
02/03/2025,1
02/03/2025,0
02/03/2025,0
02/03/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,2
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,5
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,6
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,2
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,2
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,2
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,2
02/04/2025,2
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,1
02/04/2025,2
02/04/2025,0
02/04/2025,5
02/04/2025,2
02/04/2025,1
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,0
02/04/2025,1
02/04/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,3
02/05/2025,0
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,2
02/05/2025,1
02/05/2025,0
02/05/2025,2
02/05/2025,0
02/05/2025,2
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,2
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,3
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,2
02/05/2025,2
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,4
02/05/2025,0
02/05/2025,0
02/05/2025,2
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,2
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,2
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,0
02/05/2025,1
02/05/2025,1
02/05/2025,2
02/05/2025,0
02/05/2025,1
02/05/2025,0
02/05/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,2
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,2
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,2
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,5
02/06/2025,0
02/06/2025,2
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,2
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,3
02/06/2025,1
02/06/2025,3
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,2
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,4
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,4
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,3
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,2
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,4
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,2
02/06/2025,2
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,3
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,2
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,1
02/06/2025,1
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/06/2025,0
02/07/2025,3
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,2
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,3
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,4
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,2
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,2
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,2
02/07/2025,0
02/07/2025,2
02/07/2025,0
02/07/2025,1
02/07/2025,3
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,2
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,3
02/07/2025,1
02/07/2025,1
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,1
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/07/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,3
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,6
02/08/2025,3
02/08/2025,0
02/08/2025,0
02/08/2025,4
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,2
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,2
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,2
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,3
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,3
02/08/2025,0
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,3
02/08/2025,1
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,4
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,1
02/08/2025,0
02/08/2025,0
02/08/2025,4
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/08/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,1
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,1
02/09/2025,1
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,2
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,1
02/09/2025,4
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,1
02/09/2025,2
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,2
02/09/2025,1
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,1
02/09/2025,1
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,2
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,4
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,1
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/09/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,1
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,3
02/10/2025,1
02/10/2025,1
02/10/2025,1
02/10/2025,3
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,2
02/10/2025,1
02/10/2025,0
02/10/2025,2
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,2
02/10/2025,0
02/10/2025,0
02/10/2025,2
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,2
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,2
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,3
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,2
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,2
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,1
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
02/10/2025,1
02/10/2025,0
02/10/2025,0
02/10/2025,0
